,sentiment,metacritic_prediction,metacritic_id
3990,negative,0.8,35161
3991,positive,0.8,11279
3992,positive,0.1,28975
3993,negative,1.0,6128
3994,positive,0.9,7353
3995,positive,1.0,22258
3996,positive,0.3,28427
3997,negative,0.1,23347
3998,positive,0.9,15508
3999,positive,0.0,36651
4000,negative,0.2,118
4001,positive,1.0,19119
4002,positive,1.0,26692
4003,positive,1.0,6504
4004,positive,1.0,22825
4005,positive,0.8,1032
4006,positive,0.8,15671
4007,positive,0.8,31526
4008,negative,1.0,28544
4009,positive,0.95,7868
4010,positive,0.9,20311
4011,negative,0.1,12086
4012,negative,0.3,30829
4013,negative,0.3,14593
4014,negative,0.0,36575
4015,positive,1.0,22304
4016,negative,0.1,21695
4017,negative,1.0,2273
4018,negative,0.1,2709
4019,positive,0.8,5181
4020,negative,0.1,16339
4021,negative,1.0,10733
4022,negative,1.0,20247
4023,positive,1.0,30045
4024,positive,1.0,25424
4025,negative,0.8,25155
4026,positive,1.0,16225
4027,negative,0.2,23680
4028,negative,0.3,11595
4029,positive,1.0,32662
4030,negative,0.0,16473
4031,positive,1.0,15962
4032,negative,0.0,31315
4033,negative,0.0,22574
4034,positive,0.0,6668
4035,positive,1.0,37901
4036,negative,0.3,6551
4037,positive,0.8,27336
4038,negative,0.3,10134
4039,positive,0.0,12258
4040,positive,1.0,27896
4041,positive,0.8,12016
4042,positive,0.9,19220
4043,negative,0.9,13077
4044,negative,0.1,13435
4045,negative,1.0,4430
4046,negative,0.2,37318
4047,negative,1.0,17065
4048,positive,1.0,12329
4049,positive,0.2,37907
4050,positive,1.0,21952
4051,negative,0.2,16433
4052,negative,0.8,7163
4053,negative,0.0,22574
4054,positive,0.9,11440
4055,positive,0.8,31526
4056,positive,0.2,29342
4057,positive,0.9,12056
4058,negative,0.3,16809
4059,positive,0.75,27568
4060,positive,0.0,33188
4061,positive,0.8,38870
4062,positive,0.9,23500
4063,negative,0.9,28113
4064,positive,1.0,19948
4065,negative,1.0,20247
4066,positive,0.9,27743
4067,positive,1.0,25424
4068,negative,0.8,35435
4069,positive,0.9,24451
4070,negative,0.8,32700
4071,positive,1.0,36339
4072,positive,1.0,21107
4073,negative,0.8,18626
4074,negative,0.25,27437
4075,negative,0.0,6520
4076,positive,1.0,37246
4077,positive,1.0,10536
4078,positive,0.8,35592
4079,positive,0.9,19021
4080,positive,0.9,17850
4081,positive,0.9,16299
4082,negative,0.0,22574
4083,positive,1.0,29237
4084,positive,1.0,35715
4085,negative,0.2,32858
4086,positive,0.9,26002
4087,positive,1.0,7709
4088,positive,1.0,6128
4089,positive,0.1,5076
4090,negative,1.0,32182
4091,positive,0.3,22954
4092,negative,0.8,13104
4093,negative,0.1,38296
4094,positive,0.8,11279
4095,positive,0.9,23500
4096,negative,0.2,3073
4097,positive,0.9,29580
4098,positive,0.3,15678
4099,negative,0.1,36848
4100,negative,0.9,12542
4101,positive,1.0,21464
4102,positive,0.8,10386
4103,negative,0.2,16433
4104,positive,0.8,13680
4105,negative,0.1,13270
4106,negative,1.0,27686
4107,negative,0.0,3735
4108,negative,0.1,12086
4109,negative,0.1,9156
4110,negative,0.8,24674
4111,positive,0.9,28898
4112,positive,1.0,6731
4113,negative,0.91,35734
4114,positive,0.2,27770
4115,positive,1.0,27686
4116,positive,0.2,36328
4117,positive,0.3,34040
4118,positive,1.0,1423
4119,positive,1.0,18499
4120,negative,0.9,19021
4121,negative,0.0,20983
4122,negative,0.0,32124
4123,negative,0.1,15221
4124,positive,0.9,35152
4125,positive,1.0,7431
4126,positive,0.2,16433
4127,negative,0.1,36354
4128,negative,0.1,14063
4129,negative,0.0,22049
4130,negative,0.0,30983
4131,positive,0.8,17106
4132,positive,0.9,12238
4133,positive,0.2,36759
4134,positive,0.3,1298
4135,positive,1.0,22304
4136,negative,0.8,35592
4137,negative,0.2,14582
4138,positive,0.1,14998
4139,negative,0.0,13523
4140,negative,0.8,31224
4141,positive,1.0,9194
4142,negative,0.1,19800
4143,negative,0.25,11365
4144,positive,1.0,11699
4145,negative,0.8,37536
4146,positive,1.0,33723
4147,negative,0.2,16433
4148,positive,0.0,22064
4149,negative,0.0,219
4150,negative,1.0,34894
4151,positive,1.0,31962
4152,positive,0.8,33120
4153,positive,0.83,14340
4154,positive,1.0,1954
4155,negative,0.8,27122
4156,negative,0.2,19228
4157,positive,0.9,10637
4158,positive,0.2,16521
4159,positive,1.0,32905
4160,positive,0.8,7601
4161,positive,0.75,32277
4162,negative,0.2,30446
4163,positive,0.8,11279
4164,negative,0.3,28944
4165,negative,0.8,13328
4166,positive,0.2,12450
4167,positive,1.0,14751
4168,negative,0.2,22494
4169,positive,0.9,7769
4170,negative,0.2,23680
4171,negative,0.2,16433
4172,positive,0.8,37265
4173,negative,0.0,19257
4174,negative,0.0,32036
4175,negative,0.3,33343
4176,positive,1.0,29067
4177,positive,1.0,22650
4178,negative,0.2,3073
4179,positive,0.9,12150
4180,positive,0.9,21958
4181,negative,0.8,32966
4182,positive,0.9,34266
4183,negative,0.8,20107
4184,negative,0.3,5749
4185,positive,0.8,3739
4186,negative,0.8,32020
4187,positive,1.0,24572
4188,positive,1.0,28591
4189,negative,0.0,37052
4190,negative,0.0,36575
4191,positive,0.8,18178
4192,positive,0.1,36110
4193,negative,0.9,19021
4194,positive,0.8,1513
4195,negative,1.0,32182
4196,positive,0.0,19257
4197,negative,1.0,1323
4198,negative,0.0,34914
4199,positive,0.89,6191
4200,positive,0.1,28207
4201,positive,0.1,21915
4202,negative,0.1,9511
4203,positive,1.0,5738
4204,negative,0.3,20643
4205,negative,0.3,9319
4206,positive,1.0,7002
4207,positive,0.9,31361
4208,negative,0.3,34847
4209,positive,0.1,34484
4210,negative,1.0,9945
4211,positive,1.0,27327
4212,negative,0.0,6354
4213,positive,0.9,25180
4214,positive,1.0,2446
4215,positive,0.8,30727
4216,positive,0.3,33116
4217,negative,1.0,2531
4218,positive,0.1,35757
4219,positive,0.0,27323
4220,positive,0.1,6421
4221,positive,0.9,30795
4222,positive,0.8,13260
4223,negative,0.2,30446
4224,positive,0.8,28022
4225,positive,0.8,23486
4226,positive,0.9,16671
4227,positive,0.2,16433
4228,negative,0.0,6520
4229,negative,0.3,2044
4230,positive,1.0,9194
4231,positive,0.2,37120
4232,negative,0.8,11279
4233,negative,0.9,25962
4234,positive,0.8,34085
4235,negative,0.1,12086
4236,positive,1.0,28526
4237,negative,0.2,16433
4238,negative,0.9,21942
4239,negative,0.1,9741
4240,positive,1.0,29061
4241,negative,0.3,25901
4242,positive,0.9,11531
4243,positive,0.1,8863
4244,positive,0.3,14133
4245,positive,1.0,3867
4246,negative,0.3,30023
4247,positive,0.9,29078
4248,positive,1.0,32884
4249,positive,0.3,18382
4250,negative,0.0,12258
4251,negative,0.2,589
4252,negative,0.2,16393
4253,positive,0.0,23356
4254,negative,0.9,8703
4255,negative,0.2,16433
4256,negative,0.8,16813
4257,positive,0.89,6191
4258,positive,1.0,20100
4259,negative,1.0,30045
4260,positive,0.2,17268
4261,positive,1.0,22304
4262,positive,0.0,30088
4263,negative,0.3,34040
4264,positive,0.3,30558
4265,negative,0.1,25866
4266,negative,0.2,28906
4267,positive,0.0,6520
4268,positive,0.3,4193
4269,positive,1.0,23970
4270,positive,0.9,10324
4271,positive,0.91,26675
4272,negative,0.0,825
4273,negative,0.1,31503
4274,positive,1.0,16225
4275,negative,0.8,25401
4276,negative,0.0,38678
4277,negative,0.9,35152
4278,negative,0.1,27314
4279,positive,0.2,7859
4280,positive,0.0,21501
4281,positive,0.9,8294
4282,positive,0.2,525
4283,negative,0.3,27580
4284,negative,0.1,16339
4285,negative,0.1,12086
4286,negative,0.9,8294
4287,negative,0.0,2526
4288,negative,0.2,9432
4289,positive,0.8,25573
4290,positive,1.0,229
4291,negative,0.9,29103
4292,negative,0.1,1681
4293,positive,0.9,30057
4294,negative,0.2,8479
4295,positive,0.3,38834
4296,negative,0.2,16433
4297,negative,1.0,8952
4298,positive,0.9,19021
4299,positive,0.8,18580
4300,negative,0.8,29198
4301,positive,0.9,30604
4302,positive,1.0,12857
4303,positive,0.8,22646
4304,positive,0.75,38552
4305,negative,0.3,38834
4306,positive,1.0,7709
4307,negative,0.0,6861
4308,positive,0.1,13270
4309,positive,0.0,7929
4310,negative,0.1,24163
4311,positive,0.8,11279
4312,positive,0.8,27472
4313,negative,0.2,17753
4314,negative,0.88,33379
4315,positive,0.3,1298
4316,positive,0.91,35734
4317,positive,0.9,32570
4318,negative,0.9,938
4319,positive,1.0,21592
4320,positive,0.8,24091
4321,negative,0.8,8253
4322,positive,0.9,24349
4323,negative,0.8,2711
4324,negative,0.9,20052
4325,negative,0.3,38834
4326,positive,1.0,16753
4327,positive,1.0,1758
4328,negative,0.2,23680
4329,positive,0.0,18017
4330,positive,0.3,18037
4331,positive,0.8,36587
4332,positive,1.0,25429
4333,positive,0.1,29550
4334,positive,1.0,14312
4335,positive,0.2,3760
4336,positive,0.8,16977
4337,negative,1.0,23513
4338,positive,0.8,25211
4339,positive,1.0,20247
4340,positive,0.9,21059
4341,positive,0.9,15508
4342,positive,0.9,34266
4343,positive,0.9,305
4344,negative,0.9,380
4345,positive,0.2,28494
4346,positive,0.8,2155
4347,negative,0.0,26373
4348,positive,1.0,10773
4349,negative,0.3,2554
4350,positive,0.8,23132
4351,negative,0.3,2686
4352,positive,0.9,32973
4353,positive,0.0,32036
4354,positive,0.8,13633
4355,negative,0.3,11079
4356,negative,0.8,35161
4357,negative,0.2,16433
4358,positive,0.9,8294
4359,positive,0.9,28023
4360,negative,0.8,8851
4361,positive,1.0,29506
4362,negative,0.1,11404
4363,positive,1.0,25710
4364,positive,0.3,24500
4365,positive,0.3,13546
4366,negative,0.0,38326
4367,positive,0.2,30446
4368,negative,1.0,34512
4369,negative,0.3,21904
4370,negative,0.1,9689
4371,negative,0.3,34040
4372,negative,0.1,12086
4373,positive,1.0,27896
4374,negative,0.1,36354
4375,positive,0.0,7929
4376,negative,0.9,7769
4377,positive,0.9,4407
4378,negative,0.9,19839
4379,positive,1.0,15056
4380,positive,1.0,32688
4381,negative,0.9,22051
4382,positive,1.0,24313
4383,negative,0.3,10134
4384,positive,0.9,38353
4385,negative,0.3,4661
4386,negative,0.1,36110
4387,negative,1.0,37370
4388,negative,0.0,31494
4389,negative,0.0,29795
4390,negative,0.2,16433
4391,negative,0.9,2822
4392,positive,1.0,30258
4393,negative,1.0,19017
4394,positive,1.0,15962
4395,negative,0.1,706
4396,positive,0.9,18946
4397,negative,0.2,5088
4398,negative,0.2,35511
4399,positive,0.3,14133
4400,positive,1.0,30045
4401,positive,0.9,8861
4402,negative,0.1,35757
4403,negative,0.1,16339
4404,negative,0.2,38655
4405,positive,1.0,11699
4406,positive,0.3,23640
4407,positive,1.0,15713
4408,positive,0.9,27982
4409,positive,1.0,12873
4410,negative,0.0,37052
4411,positive,0.9,10281
4412,negative,0.1,12086
4413,negative,0.2,30446
4414,positive,1.0,15185
4415,positive,0.9,31529
4416,negative,0.1,36354
4417,positive,1.0,34364
4418,positive,1.0,20607
4419,positive,0.8,2464
4420,negative,0.0,4157
4421,positive,0.8,9205
4422,positive,0.8,27031
4423,negative,1.0,25424
4424,negative,0.3,37349
4425,positive,0.9,37321
4426,positive,0.8,23271
4427,positive,0.8,12626
4428,positive,0.1,6596
4429,positive,1.0,34182
4430,negative,0.3,35071
4431,positive,0.9,29580
4432,positive,1.0,25274
4433,negative,0.8,37476
4434,negative,0.3,22111
4435,positive,0.3,20768
4436,positive,0.8,23023
4437,negative,1.0,10773
4438,positive,0.9,37563
4439,positive,0.2,28554
4440,positive,0.1,38296
4441,positive,1.0,9250
4442,negative,0.0,22655
4443,positive,0.8,13313
4444,positive,0.9,29902
4445,positive,0.9,4425
4446,positive,0.9,20017
4447,negative,1.0,32064
4448,positive,0.3,11762
4449,negative,0.3,28758
4450,positive,0.8,18832
4451,negative,0.0,13155
4452,negative,0.2,4145
4453,positive,1.0,30660
4454,positive,0.8,2984
4455,positive,0.3,35702
4456,positive,0.9,36806
4457,negative,0.3,14833
4458,positive,0.9,4357
4459,positive,0.8,12084
4460,negative,1.0,16928
4461,positive,0.9,3786
4462,positive,0.3,30829
4463,positive,0.8,35592
4464,positive,0.9,25962
4465,negative,0.3,22989
4466,positive,0.0,18706
4467,negative,0.8,23209
4468,negative,0.1,37657
4469,positive,0.9,17850
4470,negative,0.0,7906
4471,negative,0.0,26832
4472,positive,0.8,11503
4473,negative,0.2,33212
4474,positive,0.8,37265
4475,positive,0.3,14133
4476,positive,0.9,10324
4477,negative,0.1,28207
4478,positive,0.8,18740
4479,positive,0.9,22562
4480,positive,1.0,16309
4481,negative,0.1,14998
4482,positive,0.3,33116
4483,negative,0.2,37203
4484,positive,1.0,3072
4485,negative,0.0,8370
4486,negative,1.0,6151
4487,positive,1.0,31977
4488,negative,0.3,27913
4489,negative,0.8,18832
4490,positive,0.8,31669
4491,positive,1.0,18763
4492,positive,1.0,28000
4493,negative,0.2,24749
4494,positive,0.1,24242
4495,negative,0.0,36502
4496,negative,0.2,37420
4497,positive,0.8,3561
4498,positive,1.0,11643
4499,positive,0.2,26167
4500,negative,0.2,16433
4501,positive,1.0,17849
4502,negative,0.0,30628
4503,positive,1.0,22304
4504,positive,0.9,29526
4505,positive,1.0,30957
4506,negative,0.0,25433
4507,positive,0.9,7227
4508,negative,0.2,34649
4509,positive,1.0,32182
4510,positive,1.0,31743
4511,negative,0.1,10709
4512,positive,0.75,20293
4513,positive,0.8,10386
4514,negative,0.2,16433
4515,positive,0.8,24021
4516,positive,0.3,10134
4517,negative,0.8,35435
4518,positive,0.89,6191
4519,negative,0.2,30446
4520,positive,0.8,19023
4521,positive,1.0,34784
4522,positive,0.0,18345
4523,positive,0.0,38195
4524,positive,0.8,15765
4525,positive,1.0,15338
4526,negative,1.0,7099
4527,positive,1.0,25394
4528,negative,0.2,9730
4529,positive,0.1,15267
4530,negative,1.0,15185
4531,negative,0.9,28622
4532,positive,1.0,11427
4533,positive,0.1,13270
4534,negative,0.8,34357
4535,negative,0.2,19335
4536,positive,0.3,35702
4537,positive,1.0,8700
4538,negative,0.8,15037
4539,negative,0.1,36737
4540,negative,0.1,4076
4541,positive,0.8,19193
4542,negative,0.3,13546
4543,positive,0.2,18443
4544,positive,0.9,30364
4545,positive,1.0,4605
4546,positive,1.0,24850
4547,negative,0.1,3180
4548,positive,0.1,3440
4549,negative,0.9,15508
4550,negative,0.3,38834
4551,negative,0.2,28186
4552,positive,0.8,8392
4553,negative,0.2,16393
4554,negative,0.9,10682
4555,negative,0.3,1298
4556,positive,1.0,14464
4557,positive,0.9,25962
4558,positive,0.8,38284
4559,negative,0.0,20316
4560,positive,0.8,37265
4561,negative,0.0,11930
4562,positive,0.9,22857
4563,positive,1.0,32884
4564,negative,0.8,18393
4565,positive,0.9,6684
4566,positive,0.9,21361
4567,positive,1.0,4605
4568,negative,0.8,2507
4569,positive,0.8,32415
4570,positive,1.0,7709
4571,negative,0.3,13546
4572,negative,0.3,27913
4573,negative,0.9,19021
4574,negative,0.9,28684
4575,positive,0.9,35077
4576,negative,1.0,21325
4577,negative,0.3,12912
4578,positive,0.75,17428
4579,positive,1.0,10773
4580,negative,1.0,10773
4581,negative,0.8,25680
4582,negative,0.0,31732
4583,positive,1.0,7709
4584,negative,1.0,37246
4585,negative,0.1,21450
4586,negative,0.9,6864
4587,positive,0.9,288
4588,positive,1.0,14947
4589,negative,0.3,8938
4590,positive,1.0,23077
4591,positive,0.8,4908
4592,negative,0.0,32036
4593,positive,0.2,33684
4594,negative,0.8,35033
4595,negative,0.3,33363
4596,positive,1.0,4270
4597,positive,1.0,17867
4598,positive,0.8,1462
4599,positive,0.9,1243
4600,positive,0.3,35702
4601,negative,0.1,34112
4602,negative,1.0,9029
4603,positive,0.37,11670
4604,positive,0.8,19193
4605,positive,1.0,16163
4606,positive,0.3,20643
4607,positive,0.3,12509
4608,positive,1.0,25710
4609,negative,0.1,26758
4610,positive,1.0,23844
4611,positive,1.0,23970
4612,positive,0.8,10456
4613,positive,0.3,30512
4614,negative,0.9,14780
4615,negative,0.2,16433
4616,positive,0.8,27472
4617,positive,1.0,10722
4618,positive,1.0,37246
4619,positive,0.8,32268
4620,negative,0.2,12069
4621,negative,0.8,6413
4622,positive,0.8,24091
4623,positive,1.0,24132
4624,negative,0.2,5794
4625,negative,0.0,26832
4626,negative,1.0,28769
4627,positive,1.0,16167
4628,positive,0.8,22648
4629,positive,0.9,1183
4630,positive,0.9,5415
4631,negative,0.9,15928
4632,positive,0.3,17860
4633,negative,0.9,34387
4634,negative,0.3,38834
4635,negative,0.9,28174
4636,negative,0.1,25021
4637,negative,1.0,14474
4638,negative,0.0,8370
4639,positive,1.0,17360
4640,positive,1.0,37186
4641,positive,0.2,26575
4642,negative,0.1,33729
4643,positive,0.8,33113
4644,negative,1.0,7709
4645,positive,1.0,13968
4646,positive,0.8,25401
4647,negative,0.8,23281
4648,positive,0.9,35152
4649,positive,1.0,20247
4650,positive,0.75,25390
4651,negative,0.2,30446
4652,positive,0.3,33116
4653,positive,0.8,25401
4654,negative,0.9,23718
4655,positive,0.8,12626
4656,positive,1.0,37035
4657,negative,0.2,30446
4658,negative,0.8,15955
4659,negative,1.0,24304
4660,negative,0.0,25374
4661,negative,0.9,6549
4662,negative,0.8,20357
4663,positive,0.8,38840
4664,positive,0.3,5734
4665,positive,0.9,21739
4666,positive,0.8,9390
4667,positive,0.0,32036
4668,negative,1.0,21629
4669,positive,1.0,16359
4670,negative,0.0,32036
4671,positive,0.38,32807
4672,negative,0.1,36110
4673,positive,0.8,7089
4674,negative,0.2,4199
4675,negative,1.0,20622
4676,positive,0.8,5766
4677,negative,1.0,23218
4678,positive,1.0,27896
4679,positive,0.8,27535
4680,negative,0.1,22809
4681,negative,0.1,34112
4682,positive,0.0,12258
4683,positive,1.0,6128
4684,negative,1.0,9250
4685,negative,0.9,13913
4686,negative,0.8,21448
4687,negative,0.8,4899
4688,positive,0.3,24165
4689,negative,0.8,14062
4690,positive,0.88,16446
4691,positive,0.9,23554
4692,positive,0.38,27594
4693,negative,0.9,14910
4694,negative,0.2,30446
4695,positive,1.0,4592
4696,positive,0.9,16447
4697,negative,0.8,22132
4698,positive,0.8,12626
4699,negative,0.2,30446
4700,positive,1.0,11699
4701,negative,0.2,26102
4702,negative,0.9,21779
4703,positive,0.9,27703
4704,positive,0.9,17790
4705,negative,1.0,7709
4706,negative,0.1,17419
4707,positive,0.0,37052
4708,negative,1.0,25429
4709,negative,0.0,22574
4710,positive,1.0,4201
4711,negative,0.3,14540
4712,negative,0.2,24068
4713,negative,0.3,35226
4714,positive,0.8,17464
4715,positive,1.0,16225
4716,positive,0.8,8392
4717,positive,0.8,7294
4718,positive,1.0,25429
4719,negative,0.9,2822
4720,negative,0.1,19800
4721,negative,0.1,11404
4722,positive,1.0,12676
4723,positive,1.0,30425
4724,negative,0.2,38655
4725,positive,0.2,6702
4726,positive,0.8,4340
4727,positive,0.0,36556
4728,negative,0.1,12086
4729,negative,0.2,33212
4730,positive,1.0,17665
4731,negative,0.1,19816
4732,positive,0.2,8897
4733,negative,0.1,12818
4734,positive,0.9,29553
4735,negative,0.1,12086
4736,positive,0.9,7353
4737,negative,0.3,3608
4738,positive,1.0,19995
4739,positive,0.0,8908
4740,positive,1.0,37246
4741,negative,0.9,25962
4742,negative,0.9,37321
4743,positive,0.8,3561
4744,negative,0.3,5749
4745,positive,0.8,17397
4746,positive,0.2,16433
4747,negative,0.8,2718
4748,positive,0.9,30364
4749,negative,0.1,34112
4750,negative,1.0,1377
4751,positive,0.9,25962
4752,positive,0.9,11704
4753,negative,0.8,28549
4754,negative,0.2,16393
4755,negative,1.0,1240
4756,positive,1.0,30034
4757,negative,1.0,25429
4758,negative,0.1,14063
4759,negative,1.0,20247
4760,positive,0.8,17156
4761,positive,0.2,23680
4762,negative,0.1,12086
4763,negative,1.0,35099
4764,negative,1.0,24071
4765,positive,0.8,37467
4766,positive,0.8,24863
4767,positive,1.0,31356
4768,positive,0.8,10116
4769,negative,0.0,32036
4770,negative,0.3,8853
4771,negative,0.9,8294
4772,negative,0.0,32036
4773,negative,0.2,9432
4774,positive,0.9,35152
4775,positive,0.8,35161
4776,negative,0.8,8851
4777,positive,1.0,30487
4778,positive,0.8,12071
4779,negative,0.2,118
4780,negative,0.2,7265
4781,negative,0.1,31910
4782,negative,0.3,14593
4783,negative,0.3,7964
4784,positive,1.0,3451
4785,positive,0.0,20113
4786,positive,0.9,28947
4787,positive,0.9,4903
4788,negative,1.0,21901
4789,positive,0.9,5999
4790,positive,0.8,23470
4791,negative,0.8,31360
4792,negative,1.0,1279
4793,positive,0.8,28630
4794,negative,1.0,4078
4795,negative,0.1,30252
4796,positive,0.9,23572
4797,negative,0.2,23680
4798,positive,0.75,34202
4799,positive,0.8,36587
4800,positive,0.8,18701
4801,negative,0.2,36440
4802,positive,1.0,2954
4803,negative,0.2,14653
4804,positive,0.9,21942
4805,negative,0.3,24501
